Fitur;PCA;Kernel;C;Akurasi
MTCD;N/A;rbf;10;93,802 $\pm$ 0,864
MTCD;0,6;linear;10;93,906 $\pm$ 1,408
MTCD;N/A;linear;100;93,906 $\pm$ 1,408
MTCD;0,6;linear;100;93,906 $\pm$ 1,408
MTCD;N/A;linear;10;93,906 $\pm$ 1,408
MTCD;0,8;linear;10;93,906 $\pm$ 1,408
MTCD;0,8;linear;100;93,906 $\pm$ 1,408
MTCD;N/A;rbf;1;93,854 $\pm$ 1,117
MTCD;0,4;sigmoid;100;93,385 $\pm$ 1,8
MTCD;0,8;sigmoid;100;93,177 $\pm$ 1,116
MTCD;0,2;rbf;1;93,802 $\pm$ 1,329
MTCD;0,2;poly;10;92,969 $\pm$ 1,866
MTCD;0,6;sigmoid;100;93,229 $\pm$ 1,542
MTCD;0,4;rbf;100;93,49 $\pm$ 1,424
MTCD;0,2;sigmoid;10;93,385 $\pm$ 0,518
MTCD;0,4;poly;100;93,125 $\pm$ 2,983
MTCD;0,2;linear;1;93,854 $\pm$ 1,843
MTCD;0,4;rbf;10;93,438 $\pm$ 1,432
MTCD;0,8;rbf;10;93,438 $\pm$ 1,424
MTCD;0,6;rbf;100;93,438 $\pm$ 1,424
MTCD;0,8;rbf;100;93,438 $\pm$ 1,424
MTCD;0,6;rbf;10;93,438 $\pm$ 1,424
MTCD;0,6;poly;100;93,073 $\pm$ 3,035
MTCD;0,8;poly;100;93,073 $\pm$ 3,035
MTCD;0,6;poly;10;92,708 $\pm$ 1,858
MTCD;0,8;poly;10;92,656 $\pm$ 1,701
MTCD;0,2;linear;100;93,75 $\pm$ 2,315
MTCD;0,2;linear;10;93,75 $\pm$ 2,315
MTCD;0,6;poly;100;92,812 $\pm$ 3,028
MTCD;0,4;poly;10;93,073 $\pm$ 2,197
MTCD;0,6;linear;1;93,646 $\pm$ 1,305
MTCD;0,8;linear;1;93,646 $\pm$ 1,305
MTCD;N/A;linear;1;93,646 $\pm$ 1,305
MTCD;0,2;rbf;100;93,438 $\pm$ 1,918
MTCD;0,2;rbf;10;93,438 $\pm$ 1,918
MTCD;0,2;poly;10;92,969 $\pm$ 1,83
MTCD;0,8;poly;100;92,708 $\pm$ 3,03
MTCD;0,6;poly;10;93,229 $\pm$ 2,158
MTCD;0,2;poly;100;93,021 $\pm$ 2,836
MTCD;0,4;sigmoid;10;93,073 $\pm$ 1,116
MTCD;N/A;rbf;1;93,698 $\pm$ 1,135
MTCD;0,6;sigmoid;100;92,917 $\pm$ 1,151
MTCD;0,2;rbf;100;93,229 $\pm$ 1,219
MTCD;0,6;linear;100;93,698 $\pm$ 2,177
MTCD;0,6;linear;10;93,698 $\pm$ 2,177
MTCD;0,4;linear;100;93,75 $\pm$ 2,062
MTCD;0,4;linear;10;93,75 $\pm$ 2,062
MTCD;N/A;rbf;10;93,438 $\pm$ 1,708
MTCD;0,4;poly;10;92,552 $\pm$ 2,017
MTCD;0,4;sigmoid;100;92,865 $\pm$ 0,959
MTCD;0,2;linear;10;93,385 $\pm$ 1,056
MTCD;0,2;rbf;10;93,177 $\pm$ 1,236
MTCD;0,2;rbf;1;93,49 $\pm$ 2,475
MTCD;0,8;poly;10;93,125 $\pm$ 2,315
MTCD;0,8;sigmoid;1;92,969 $\pm$ 0,308
MTCD;N/A;rbf;100;93,385 $\pm$ 1,714
MTCD;N/A;linear;10;93,646 $\pm$ 1,957
MTCD;N/A;linear;100;93,646 $\pm$ 1,957
MTCD;0,8;linear;10;93,646 $\pm$ 1,849
MTCD;0,8;linear;100;93,646 $\pm$ 1,849
MTCD;0,2;linear;100;93,333 $\pm$ 1,072
MTCD;0,6;poly;10;92,812 $\pm$ 2,227
MTCD;0,6;sigmoid;1;92,865 $\pm$ 0,596
MTCD;0,2;rbf;1;93,438 $\pm$ 1,67
MTCD;0,8;poly;10;92,76 $\pm$ 2,26
MTCD;0,4;poly;100;92,656 $\pm$ 2,48
MTCD;0,8;poly;100;92,865 $\pm$ 2,595
MTCD;0,2;poly;100;92,865 $\pm$ 2,781
MTCD;N/A;poly;1;93,281 $\pm$ 1,842
MTCD;0,4;linear;1;93,333 $\pm$ 1,206
MTCD;0,2;poly;100;92,656 $\pm$ 3,389
MTCD;0,4;poly;10;92,5 $\pm$ 2,301
MTCD;0,6;poly;10;92,448 $\pm$ 2,404
MTCD;N/A;poly;1;93,177 $\pm$ 1,086
MTCD;0,4;sigmoid;100;92,656 $\pm$ 2,231
MTCD;N/A;linear;10;93,229 $\pm$ 1,219
MTCD;0,8;linear;10;93,229 $\pm$ 1,219
MTCD;N/A;linear;100;93,229 $\pm$ 1,219
MTCD;0,8;linear;100;93,229 $\pm$ 1,219
MTCD;0,6;linear;10;93,229 $\pm$ 1,219
MTCD;0,6;linear;100;93,229 $\pm$ 1,219
MTCD;0,6;poly;100;92,708 $\pm$ 2,712
MTCD;N/A;rbf;100;93,229 $\pm$ 1,624
MTCD;N/A;rbf;1;93,438 $\pm$ 2,054
MTCD;0,8;poly;10;92,344 $\pm$ 2,427
MTCD;0,6;poly;100;92,292 $\pm$ 2,935
MTCD;0,2;poly;10;92,5 $\pm$ 1,926
MTCD;0,2;linear;10;93,333 $\pm$ 2,606
MTCD;0,2;linear;100;93,333 $\pm$ 2,606
MTCD;0,4;sigmoid;1;92,5 $\pm$ 0,571
MTCD;0,8;poly;100;92,24 $\pm$ 2,944
MTCD;N/A;poly;10;93,021 $\pm$ 2,023
MTCD;N/A;poly;100;93,021 $\pm$ 2,023
MTCD;0,4;poly;100;92,604 $\pm$ 2,77
MTCD;0,8;sigmoid;10;92,083 $\pm$ 0,642
MTCD;0,2;poly;100;92,344 $\pm$ 2,637
MTCD;N/A;sigmoid;100;92,76 $\pm$ 1,758
MTCD;0,8;poly;100;92,135 $\pm$ 2,274
MTCD;0,2;sigmoid;1;92,552 $\pm$ 1,469
MTCD;0,4;linear;10;92,969 $\pm$ 1,236
MTCD;0,4;linear;100;92,969 $\pm$ 1,236
MTCD;0,2;sigmoid;10;92,031 $\pm$ 0,539
MTCD;0,2;poly;10;92,083 $\pm$ 2,72
MTCD;0,4;linear;1;93,125 $\pm$ 1,846
MTCD;0,4;poly;10;91,823 $\pm$ 2,73
MTCD;N/A;rbf;1;93,125 $\pm$ 2,244
MTCD;0,4;rbf;1;92,917 $\pm$ 2,135
MTCD;0,4;poly;100;92,604 $\pm$ 1,362
MTCD;0,6;poly;100;92,031 $\pm$ 2,08
MTCD;0,8;rbf;1;93,125 $\pm$ 2,822
MTCD;0,4;rbf;10;92,5 $\pm$ 1,81
MTCD;0,4;rbf;100;92,5 $\pm$ 1,81
MTCD;0,2;sigmoid;1;92,656 $\pm$ 0,475
MTCD;0,6;linear;1;93,073 $\pm$ 1,928
MTCD;N/A;linear;1;93,073 $\pm$ 1,788
MTCD;0,8;linear;1;93,073 $\pm$ 1,788
MTCD;0,4;poly;100;92,604 $\pm$ 2,472
MTCD;0,6;rbf;1;92,812 $\pm$ 2,023
MTCD;0,6;rbf;1;92,812 $\pm$ 2,158
MTCD;0,2;poly;100;92,292 $\pm$ 3,044
MTCD;0,8;rbf;10;92,448 $\pm$ 1,836
MTCD;0,6;rbf;100;92,448 $\pm$ 1,836
MTCD;0,8;rbf;100;92,448 $\pm$ 1,836
MTCD;0,6;rbf;10;92,448 $\pm$ 1,836
MTCD;0,6;rbf;1;93,021 $\pm$ 2,654
MTCD;0,2;sigmoid;10;92,24 $\pm$ 1,476
MTCD;0,8;rbf;1;92,76 $\pm$ 2,049
MTCD;0,8;rbf;1;92,76 $\pm$ 2,226
MTCD;0,8;sigmoid;100;92,344 $\pm$ 2,132
MTCD;0,6;poly;100;92,448 $\pm$ 2,519
MTCD;0,6;sigmoid;10;91,823 $\pm$ 0,681
MTCD;0,2;sigmoid;100;92,24 $\pm$ 1,025
MTCD;0,8;sigmoid;100;92,448 $\pm$ 2,221
MTCD;0,8;poly;10;91,51 $\pm$ 2,653
MTCD;0,6;poly;100;92,344 $\pm$ 1,345
MTCD;0,2;poly;100;92,552 $\pm$ 2,746
MTCD;0,2;sigmoid;10;92,135 $\pm$ 1,758
MTCD;0,4;rbf;1;92,708 $\pm$ 1,949
MTCD;N/A;rbf;10;92,76 $\pm$ 1,871
MTCD;0,8;poly;100;92,448 $\pm$ 2,493
MTCD;0,6;sigmoid;100;92,24 $\pm$ 1,9
MTCD;0,8;sigmoid;1;92,031 $\pm$ 0,992
MTCD;0,4;poly;100;92,083 $\pm$ 2,724
MTCD;0,8;poly;100;92,292 $\pm$ 1,259
MTCD;0,6;rbf;1;92,76 $\pm$ 2,599
MTCD;0,4;poly;10;91,667 $\pm$ 3,125
MTCD;0,4;poly;10;91,771 $\pm$ 2,587
MTCD;0,4;rbf;1;92,917 $\pm$ 2,543
MTCD;0,4;poly;10;91,927 $\pm$ 2,386
MTCD;0,2;sigmoid;1;92,344 $\pm$ 0,475
MTCD;0,6;poly;10;91,615 $\pm$ 3,137
MTCD;0,8;rbf;1;92,708 $\pm$ 2,619
MTCD;0,6;poly;100;91,979 $\pm$ 2,828
MTCD;0,6;poly;10;91,406 $\pm$ 2,657
MTCD;0,8;poly;10;91,562 $\pm$ 3,202
MTCD;0,2;poly;100;92,135 $\pm$ 2,274
MTCD;0,8;poly;10;91,771 $\pm$ 2,558
MTCD;0,8;poly;100;91,979 $\pm$ 2,816
MTCD;0,2;sigmoid;10;91,927 $\pm$ 1,126
MTCD;0,8;poly;10;91,667 $\pm$ 2,807
MTCD;0,4;poly;100;91,719 $\pm$ 1,854
MTCD;0,6;poly;10;91,667 $\pm$ 2,807
MTCD;0,2;sigmoid;100;92,083 $\pm$ 1,042
MTCD;0,6;sigmoid;1;91,875 $\pm$ 0,846
MTCD;0,2;poly;10;91,51 $\pm$ 2,54
MTCD;N/A;poly;100;92,5 $\pm$ 1,66
MTCD;N/A;poly;10;92,5 $\pm$ 1,66
MTCD;0,2;rbf;1;92,448 $\pm$ 2,583
MTCD;0,4;rbf;1;92,552 $\pm$ 2,536
MTCD;0,4;poly;10;91,406 $\pm$ 2,746
MTCD;0,6;poly;10;91,615 $\pm$ 2,515
MTCD;0,2;linear;1;92,656 $\pm$ 1,727
MTCD;0,2;rbf;100;91,979 $\pm$ 1,562
MTCD;0,2;rbf;10;91,979 $\pm$ 1,562
MTCD;N/A;rbf;1;92,604 $\pm$ 2,001
MTCD;0,8;rbf;1;92,396 $\pm$ 1,843
MTCD;0,8;rbf;1;92,188 $\pm$ 2,127
MTCD;0,8;poly;10;91,979 $\pm$ 2,537
MTCD;0,6;rbf;1;92,188 $\pm$ 2,137
MTCD;N/A;rbf;1;92,656 $\pm$ 2,127
MTCD;0,6;sigmoid;100;92,083 $\pm$ 2,398
MTCD;0,2;poly;10;91,615 $\pm$ 2,493
MTCD;0,6;rbf;1;92,344 $\pm$ 1,812
MTCD;0,2;poly;10;91,354 $\pm$ 3,189
MTCD;0,6;poly;10;91,875 $\pm$ 2,496
MTCD;0,2;poly;100;91,615 $\pm$ 2,373
MTCD;0,4;poly;10;91,927 $\pm$ 2,359
MTCD;0,2;poly;100;91,667 $\pm$ 2,643
MTCD;0,4;poly;10;91,771 $\pm$ 1,394
MTCD;0,2;poly;100;91,562 $\pm$ 1,288
MTCD;0,4;rbf;1;92,24 $\pm$ 1,782
MTCD;0,6;poly;10;91,667 $\pm$ 1,48
MTCD;0,2;rbf;1;92,135 $\pm$ 2,34
MTCD;0,8;poly;10;91,615 $\pm$ 1,337
MTCD;0,2;linear;1;92,188 $\pm$ 1,036
MTCD;0,4;sigmoid;10;91,198 $\pm$ 0,648
MTCD;0,6;poly;10;91,094 $\pm$ 3,01
MTCD;0,2;linear;10;92,135 $\pm$ 1,701
MTCD;0,2;poly;10;91,615 $\pm$ 2,657
MTCD;0,2;linear;100;92,135 $\pm$ 1,701
MTCD;0,8;poly;10;91,042 $\pm$ 3,023
MTCD;0,4;poly;100;91,406 $\pm$ 2,657
MTCD;0,4;sigmoid;1;91,146 $\pm$ 0,683
MTCD;0,6;poly;10;90,99 $\pm$ 2,363
MTCD;0,4;rbf;1;91,771 $\pm$ 2,519
MTCD;0,8;poly;10;90,938 $\pm$ 2,418
MTCD;N/A;sigmoid;100;91,25 $\pm$ 1,188
MTCD;0,8;rbf;1;91,719 $\pm$ 1,794
MTCD;0,2;poly;10;91,094 $\pm$ 3,045
MTCD;0,4;poly;10;90,938 $\pm$ 2,197
MTCD;0,8;poly;100;91,302 $\pm$ 2,449
MTCD;0,6;poly;100;91,302 $\pm$ 2,395
MTCD;0,4;sigmoid;100;91,562 $\pm$ 2,378
MTCD;0,2;sigmoid;100;90,885 $\pm$ 0,497
MTCD;0,6;rbf;1;91,667 $\pm$ 1,743
MTCD;0,4;sigmoid;100;91,25 $\pm$ 2,004
MTCD;0,2;poly;10;91,458 $\pm$ 2,306
MTCD;N/A;rbf;100;91,771 $\pm$ 1,237
MTCD;N/A;poly;100;92,031 $\pm$ 2,57
MTCD;N/A;poly;10;92,031 $\pm$ 2,57
MTCD;N/A;poly;1;91,875 $\pm$ 1,276
MTCD;0,2;poly;10;91,615 $\pm$ 2,702
MTCD;0,6;rbf;100;91,667 $\pm$ 2,315
MTCD;0,6;rbf;10;91,667 $\pm$ 2,315
MTCD;N/A;rbf;1;91,771 $\pm$ 1,462
MTCD;N/A;rbf;10;91,667 $\pm$ 1,169
MTCD;0,8;rbf;100;91,615 $\pm$ 2,226
MTCD;0,8;rbf;10;91,615 $\pm$ 2,226
MTCD;0,2;sigmoid;10;91,25 $\pm$ 0,607
MTCD;0,6;sigmoid;1;90,104 $\pm$ 1,272
MTCD;0,4;rbf;1;91,458 $\pm$ 1,846
MTCD;0,8;rbf;1;91,667 $\pm$ 2,239
MTCD;0,6;rbf;1;91,667 $\pm$ 2,239
MTCD;0,8;sigmoid;1;90,781 $\pm$ 0,451
MTCD;0,8;sigmoid;1;90,052 $\pm$ 1,262
MTCD;0,2;rbf;1;91,51 $\pm$ 1,824
MTCD;N/A;poly;1;91,823 $\pm$ 2,785
MTCD;0,8;sigmoid;10;90,521 $\pm$ 1,67
MTCD;0,4;rbf;10;91,51 $\pm$ 2,182
MTCD;0,4;rbf;100;91,51 $\pm$ 2,182
MTCD;0,4;poly;100;90,729 $\pm$ 2,992
MTCD;0,2;poly;10;90,833 $\pm$ 2,384
MTCD;0,8;sigmoid;100;90,469 $\pm$ 1,329
MTCD;0,8;sigmoid;10;90,312 $\pm$ 0,454
MTCD;0,6;sigmoid;10;89,948 $\pm$ 0,771
MTCD;0,8;sigmoid;10;89,948 $\pm$ 0,648
MTCD;0,6;sigmoid;1;90,625 $\pm$ 0,442
MTCD;0,2;sigmoid;100;90,573 $\pm$ 1,512
MTCD;0,4;rbf;1;91,51 $\pm$ 2,317
MTCD;0,6;poly;100;90,469 $\pm$ 2,616
MTCD;0,4;poly;100;90,625 $\pm$ 1,122
MTCD;0,6;sigmoid;100;90,365 $\pm$ 1,2
MTCD;0,8;poly;100;90,625 $\pm$ 1,259
MTCD;0,6;sigmoid;10;90,156 $\pm$ 0,4
MTCD;0,2;poly;100;91,042 $\pm$ 2,556
MTCD;0,8;sigmoid;10;90,156 $\pm$ 1,173
MTCD;0,6;poly;100;90,573 $\pm$ 1,245
MTCD;N/A;poly;100;91,354 $\pm$ 1,65
MTCD;N/A;poly;10;91,354 $\pm$ 1,65
MTCD;0,4;poly;100;90,521 $\pm$ 2,948
MTCD;0,8;poly;100;90,312 $\pm$ 2,718
MTCD;0,6;sigmoid;10;90,208 $\pm$ 1,495
MTCD;0,2;rbf;1;91,51 $\pm$ 2,789
MTCD;0,2;rbf;1;91,354 $\pm$ 2,188
MTCD;0,8;poly;100;90,625 $\pm$ 3,486
MTCD;0,6;rbf;1;91,146 $\pm$ 1,889
MTCD;0,4;linear;1;91,615 $\pm$ 1,116
MTCD;0,2;sigmoid;10;90,417 $\pm$ 1,451
MTCD;0,2;sigmoid;100;90,521 $\pm$ 2,256
MTCD;0,8;sigmoid;1;89,948 $\pm$ 0,992
MTCD;0,6;poly;100;90,521 $\pm$ 3,425
MTCD;0,8;rbf;1;91,094 $\pm$ 1,956
MTCD;0,6;poly;100;90,312 $\pm$ 3,123
MTCD;0,4;poly;100;90,469 $\pm$ 2,404
MTCD;0,4;rbf;1;91,042 $\pm$ 2,014
MTCD;0,6;linear;1;91,562 $\pm$ 1,305
MTCD;0,8;linear;1;91,562 $\pm$ 1,305
MTCD;N/A;linear;1;91,562 $\pm$ 1,305
MTCD;0,2;poly;100;90,312 $\pm$ 3,815
MTCD;0,8;poly;100;90,208 $\pm$ 3,204
MTCD;0,4;sigmoid;10;89,792 $\pm$ 0,642
MTCD;0,4;poly;100;90,729 $\pm$ 2,467
MTCD;0,4;sigmoid;1;89,479 $\pm$ 1,513
MTCD;0,4;poly;100;90,573 $\pm$ 3,579
MTCD;0,6;linear;10;91,25 $\pm$ 1,151
MTCD;0,6;linear;100;91,25 $\pm$ 1,151
MTCD;0,4;linear;100;91,25 $\pm$ 1,151
MTCD;0,4;linear;10;91,25 $\pm$ 1,151
MTCD;N/A;linear;10;91,25 $\pm$ 1,072
MTCD;N/A;linear;100;91,25 $\pm$ 1,072
MTCD;0,8;linear;10;91,25 $\pm$ 1,072
MTCD;0,8;linear;100;91,25 $\pm$ 1,072
MTCD;0,6;poly;100;90,573 $\pm$ 2,326
MTCD;0,4;sigmoid;100;89,948 $\pm$ 1,154
MTCD;0,2;rbf;10;90,99 $\pm$ 2,231
MTCD;0,6;sigmoid;10;89,844 $\pm$ 1,312
MTCD;0,8;poly;100;90,365 $\pm$ 2,382
MTCD;0,8;poly;100;90,521 $\pm$ 2,359
MTCD;0,6;sigmoid;1;89,74 $\pm$ 0,785
MTCD;0,2;poly;100;90,625 $\pm$ 1,926
MTCD;0,6;poly;100;90,365 $\pm$ 2,418
MTCD;0,8;sigmoid;10;89,792 $\pm$ 0,489
MTCD;0,2;poly;100;90,365 $\pm$ 2,682
MTCD;0,8;rbf;100;90,938 $\pm$ 2,364
MTCD;0,8;rbf;10;90,938 $\pm$ 2,364
MTCD;0,6;rbf;100;90,938 $\pm$ 2,364
MTCD;0,6;rbf;10;90,938 $\pm$ 2,364
MTCD;0,4;poly;10;89,948 $\pm$ 1,209
MTCD;0,2;rbf;100;90,885 $\pm$ 2,34
MTCD;N/A;linear;10;91,354 $\pm$ 1,417
MTCD;0,8;linear;100;91,354 $\pm$ 1,417
MTCD;0,6;linear;100;91,354 $\pm$ 1,417
MTCD;N/A;linear;100;91,354 $\pm$ 1,417
MTCD;0,8;linear;10;91,354 $\pm$ 1,417
MTCD;0,6;linear;10;91,354 $\pm$ 1,417
MTCD;0,2;linear;1;91,198 $\pm$ 0,864
MTCD;N/A;poly;100;90,781 $\pm$ 1,8
MTCD;N/A;poly;10;90,781 $\pm$ 1,8
MTCD;0,6;poly;10;89,896 $\pm$ 1,155
MTCD;0,4;linear;10;91,25 $\pm$ 1,405
MTCD;0,4;linear;100;91,25 $\pm$ 1,405
MTCD;0,2;poly;10;89,74 $\pm$ 0,992
MTCD;0,2;rbf;100;90,833 $\pm$ 2,606
MTCD;0,8;poly;10;89,844 $\pm$ 1,106
MTCD;0,4;rbf;100;90,833 $\pm$ 2,229
MTCD;0,4;rbf;10;90,833 $\pm$ 2,229
MTCD;0,4;sigmoid;10;89,167 $\pm$ 0,932
MTCD;0,2;rbf;10;90,781 $\pm$ 2,587
MTCD;0,6;sigmoid;10;89,531 $\pm$ 0,665
MTCD;0,6;poly;10;89,896 $\pm$ 2,493
MTCD;0,4;poly;10;89,844 $\pm$ 2,462
MTCD;0,2;poly;10;89,896 $\pm$ 2,596
MTCD;0,8;sigmoid;1;89,531 $\pm$ 1,408
MTCD;0,2;sigmoid;100;89,792 $\pm$ 1,358
MTCD;0,8;poly;10;89,844 $\pm$ 2,557
MTCD;0,4;poly;100;90,104 $\pm$ 1,272
MTCD;0,2;poly;100;90,312 $\pm$ 1,708
MTCD;0,2;poly;100;90 $\pm$ 2,539
MTCD;0,4;sigmoid;1;89,219 $\pm$ 0,798
MTCD;0,2;poly;100;90,156 $\pm$ 1,253
MTCD;0,2;linear;100;90,781 $\pm$ 1,871
MTCD;0,2;linear;10;90,781 $\pm$ 1,745
MTCD;0,4;sigmoid;10;89,271 $\pm$ 0,96
MTCD;0,4;sigmoid;1;89,635 $\pm$ 0,539
MTCD;0,2;rbf;1;90,677 $\pm$ 2,317
MTCD;0,4;poly;10;90 $\pm$ 2,53
MTCD;0,2;poly;100;90 $\pm$ 2,487
MTCD;0,8;sigmoid;1;89,688 $\pm$ 0,983
MTCD;N/A;rbf;100;90,469 $\pm$ 1,9
MTCD;N/A;poly;1;90,417 $\pm$ 2,004
MTCD;0,6;poly;10;89,792 $\pm$ 2,543
MTCD;0,6;sigmoid;1;89,271 $\pm$ 1,477
MTCD;0,4;sigmoid;10;89,323 $\pm$ 1,562
MTCD;0,8;poly;10;89,74 $\pm$ 2,566
MTCD;0,4;poly;10;89,01 $\pm$ 3,642
MTCD;0,6;poly;10;88,906 $\pm$ 3,648
MTCD;0,6;sigmoid;1;89,531 $\pm$ 1,191
MTCD;0,6;sigmoid;100;88,698 $\pm$ 1,526
MTCD;0,2;poly;100;89,635 $\pm$ 2,167
MTCD;0,8;sigmoid;100;88,698 $\pm$ 1,534
MTCD;0,8;poly;10;88,802 $\pm$ 3,725
MTCD;N/A;rbf;1;90,521 $\pm$ 2,237
MTCD;N/A;rbf;1;90,729 $\pm$ 2,441
MTCD;0,6;poly;100;89,74 $\pm$ 1,135
MTCD;0,2;linear;10;90,573 $\pm$ 2,445
MTCD;0,8;poly;100;89,688 $\pm$ 1,036
MTCD;0,2;rbf;1;90,104 $\pm$ 2,001
MTCD;0,4;linear;1;90,625 $\pm$ 1,647
MTCD;0,8;sigmoid;100;88,854 $\pm$ 1,617
MTCD;0,2;linear;100;90,521 $\pm$ 2,441
MTCD;0,2;rbf;1;90,26 $\pm$ 1,408
MTCD;0,8;poly;100;89,792 $\pm$ 1,634
MTCD;N/A;rbf;1;90,208 $\pm$ 2,656
MTCD;0,8;sigmoid;100;88,906 $\pm$ 1,154
MTCD;0,8;linear;1;90,521 $\pm$ 1,549
MTCD;N/A;linear;1;90,521 $\pm$ 1,549
MTCD;0,4;poly;100;89,688 $\pm$ 1,569
MTCD;0,2;poly;10;89,688 $\pm$ 0,983
MTCD;N/A;rbf;10;90,208 $\pm$ 2,004
MTCD;0,4;rbf;10;89,844 $\pm$ 0,785
MTCD;0,4;rbf;100;89,844 $\pm$ 0,785
MTCD;0,6;sigmoid;100;88,698 $\pm$ 1,066
MTCD;0,4;poly;10;89,688 $\pm$ 0,914
MTCD;0,6;poly;100;89,74 $\pm$ 1,555
MTCD;0,4;poly;100;89,688 $\pm$ 1,624
MTCD;0,6;linear;1;90,469 $\pm$ 1,616
MTCD;0,8;poly;10;89,479 $\pm$ 2,992
MTCD;0,6;poly;10;89,479 $\pm$ 3,01
MTCD;0,8;sigmoid;100;88,75 $\pm$ 1,093
MTCD;0,4;poly;10;89,271 $\pm$ 2,904
MTCD;0,6;poly;10;89,323 $\pm$ 3,154
MTCD;0,8;poly;10;89,271 $\pm$ 3,236
MTCD;0,8;sigmoid;100;88,854 $\pm$ 1,801
MTCD;0,2;rbf;1;89,896 $\pm$ 1,946
MTCD;0,4;poly;10;89,375 $\pm$ 3,041
MTCD;0,4;poly;10;89,271 $\pm$ 3,099
MTCD;0,6;poly;100;89,375 $\pm$ 1,552
MTCD;0,4;sigmoid;10;88,698 $\pm$ 1,066
MTCD;0,4;poly;100;89,427 $\pm$ 2,216
MTCD;0,2;sigmoid;100;89,219 $\pm$ 2,182
MTCD;N/A;rbf;100;89,688 $\pm$ 1,843
MTCD;0,4;sigmoid;1;88,802 $\pm$ 1,304
MTCD;0,8;rbf;10;89,635 $\pm$ 1,035
MTCD;0,6;rbf;10;89,635 $\pm$ 1,035
MTCD;0,6;rbf;100;89,635 $\pm$ 1,035
MTCD;0,8;rbf;100;89,635 $\pm$ 1,035
MTCD;N/A;rbf;10;89,688 $\pm$ 1,727
MTCD;0,2;poly;10;88,594 $\pm$ 3,989
MTCD;0,6;poly;10;89,115 $\pm$ 2,831
MTCD;0,8;sigmoid;10;88,594 $\pm$ 1,154
MTCD;0,6;sigmoid;100;88,542 $\pm$ 1,224
MTCD;0,6;poly;100;89,271 $\pm$ 2,294
MTCD;0,2;poly;100;89,479 $\pm$ 1,183
MTCD;0,6;poly;10;89,271 $\pm$ 0,949
MTCD;0,8;poly;100;89,219 $\pm$ 1,676
MTCD;0,4;poly;100;89,271 $\pm$ 1,801
MTCD;0,6;sigmoid;100;88,542 $\pm$ 2,099
MTCD;0,8;poly;100;89,219 $\pm$ 2,363
MTCD;0,4;sigmoid;100;88,021 $\pm$ 1,771
MTCD;0,8;poly;10;89,062 $\pm$ 2,874
MTCD;0,6;poly;100;89,219 $\pm$ 1,83
MTCD;0,8;poly;10;89,167 $\pm$ 0,896
MTCD;0,8;sigmoid;10;88,177 $\pm$ 1,623
MTCD;0,8;poly;100;89,167 $\pm$ 1,786
MTCD;0,4;rbf;1;89,74 $\pm$ 2,694
MTCD;0,2;poly;10;89,323 $\pm$ 3,181
MTCD;N/A;sigmoid;100;88,594 $\pm$ 1,739
MTCD;N/A;poly;1;89,948 $\pm$ 2,34
MTCD;0,6;rbf;1;89,74 $\pm$ 2,702
MTCD;0,8;rbf;1;89,74 $\pm$ 2,702
MTCD;N/A;rbf;1;89,896 $\pm$ 2,001
MTCD;0,6;sigmoid;10;88,385 $\pm$ 1,096
MTCD;0,6;rbf;1;89,427 $\pm$ 2,255
MTCD;0,6;sigmoid;100;88,281 $\pm$ 0,901
MTCD;0,8;rbf;1;89,375 $\pm$ 2,301
MTCD;0,2;poly;10;89,062 $\pm$ 2,758
MTCD;0,6;sigmoid;10;88,021 $\pm$ 1,676
MTCD;0,4;sigmoid;100;88,073 $\pm$ 1,377
MTCD;0,2;rbf;1;89,479 $\pm$ 1,432
MTCD;0,4;rbf;1;89,323 $\pm$ 2,096
MTCD;0,2;sigmoid;100;88,646 $\pm$ 1,872
MTCD;0,2;rbf;100;89,167 $\pm$ 0,255
MTCD;0,2;rbf;10;89,167 $\pm$ 0,466
MTCD;0,2;sigmoid;1;88,49 $\pm$ 1,035
MTCD;0,4;sigmoid;1;88,438 $\pm$ 1,165
MTCD;0,2;poly;10;88,75 $\pm$ 2,315
MTCD;0,2;sigmoid;10;88,125 $\pm$ 1,828
MTCD;0,4;poly;100;88,698 $\pm$ 1,424
MTCD;0,2;poly;10;88,542 $\pm$ 2,783
MTCD;0,6;poly;100;88,594 $\pm$ 1,439
MTCD;N/A;rbf;1;89,375 $\pm$ 1,488
MTCD;0,4;sigmoid;100;87,865 $\pm$ 1,126
MTCD;0,2;poly;10;88,229 $\pm$ 2,541
MTCD;0,4;sigmoid;10;87,5 $\pm$ 1,466
MTCD;0,8;sigmoid;10;87,969 $\pm$ 1,191
MTCD;0,4;poly;10;87,812 $\pm$ 1,99
MTCD;0,2;linear;1;89,531 $\pm$ 1,894
MTCD;0,6;sigmoid;10;87,917 $\pm$ 1,326
MTCD;0,6;sigmoid;1;88,229 $\pm$ 0,937
MTCD;0,4;sigmoid;100;87,708 $\pm$ 1,451
MTCD;N/A;rbf;1;89,531 $\pm$ 3,434
MTCD;0,8;sigmoid;1;88,229 $\pm$ 0,949
MTCD;0,8;poly;100;88,281 $\pm$ 1,245
MTCD;0,6;poly;10;87,656 $\pm$ 1,962
MTCD;0,8;sigmoid;1;87,448 $\pm$ 1,676
MTCD;0,8;poly;10;87,604 $\pm$ 2,006
MTCD;0,2;rbf;1;89,062 $\pm$ 2,432
